Title,Price,Street,Meters,Rooms,Toilets,Phone
Alquiler apartamento piso de 3 dormitorios con balcón en eixample esquerra en Barcelona,3.170 €,Sant Antoni - Carrer de Tamarit,107 m2,3 hab.,3 baños,+34911235203
Alquiler piso apartamento de 2 habitaciones en calle diputación en Barcelona,3.215 €,Dreta de l´Eixample - Carrer de la Diputació,70 m2,2 hab.,1 baño,+34911235203
Alquiler apartamento  de 3 dormitorios con terraza en eixample esquerra en Barcelona,6.615 €,Dreta de l´Eixample - Carrer de Balmes,207 m2,3 hab.,3 baños,+34911235203
Alquiler apartamento ático de 3 dormitorios con terraza en sant gervasi-galvany en Barcelona,4.560 €,Sant Gervasi - Galvany - Carrer d'Aribau,90 m2,3 hab.,2 baños,+34911235203
Alquiler apartamento  de 4 dormitorios en sant gervasi en Barcelona,3.885 €,Sant Gervasi - Galvany - Carrer de Prats de Molló,182 m2,4 hab.,3 baños,+34911235203
Alquiler piso maravilloso apartamento con vista al mar en alquiler en Barcelona,4.000 €,Poblenou - Carrer del Perelló,165 m2,4 hab.,3 baños,933210593
Alquiler piso  reformado en calle corsega en L´Antiga Esquerra de l´Eixample Barcelona,2.700 €,L´Antiga Esquerra de l´Eixample - Carrer de Còrsega,107 m2,3 hab.,2 baños,607451449
Alquiler apartamento estiloso apartamento de dos dormitorios en el centro en Barcelona,3.355 €,Dreta de l´Eixample - Carrer de Balmes,90 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 2 dormitorios con piscina y jardín en gracia en Barcelona,4.050 €,Vila de Gràcia - Carrer de Josep Torres,170 m2,2 hab.,2 baños,623119277
"Alquiler apartamento  de dos dormitorios con oficina, piscina y jardín en gracia en Barcelona",3.950 €,Vila de Gràcia - Carrer de Josep Torres,150 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de dos dormitorios con piscina en gracia en Barcelona,2.800 €,Vila de Gràcia - Carrer de Josep Torres,60 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 2 dormitorios con piscina en gracia en Barcelona,3.400 €,Vila de Gràcia - Carrer de Josep Torres,60 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 2 dormitorios con oficina y piscina en gracia en Barcelona,2.700 €,Vila de Gràcia - Carrer de Josep Torres,65 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 2 dormitorios con piscina en gracia en Barcelona,3.270 €,Vila de Gràcia - Carrer de Josep Torres,60 m2,2 hab.,2 baños,623119277
Alquiler ático alquiler temporal disponibilidad inmediata en Barcelona,1.400 €,Sants - Melcior de Palau,72 m2,2 hab.,1 baño,934558535
Alquiler piso alquiler temporal | disponibilidad inmediata en Barcelona,1.400 €,Sants - Carrer de Robrenyo,70 m2,2 hab.,1 baño,934558535
Alquiler piso  a estrenar de alquiler de temporada en Barcelona,4.900 €,Gòtic - Carrer d'en Copons,110 m2,3 hab.,2 baños,677836971
Alquiler apartamento  de 2 habitaciones en eixample en Barcelona,2.355 €,Sant Antoni - Carrer de Manso,77 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 3 dormitorios con terraza en eixample esquerra en Barcelona,4.830 €,Dreta de l´Eixample - Gran Via de les Corts Catalanes,146 m2,3 hab.,3 baños,+34911235203
Alquiler apartamento  de 3 dormitorios con balcón en eixample dreta en Barcelona,3.370 €,Dreta de l´Eixample - Passeig de Sant Joan,110 m2,3 hab.,2 baños,+34911235203
Alquiler apartamento  de 3 dormitorios con terraza en eixample en Barcelona,3.040 €,L´Antiga Esquerra de l´Eixample - Carrer de València,115 m2,3 hab.,2 baños,+34911235203
Alquiler apartamento  de 4 dormitorios con oficina en eixample dreta en Barcelona,4.490 €,Dreta de l´Eixample - Carrer de Mallorca,132 m2,4 hab.,2 baños,+34911235203
Alquiler apartamento en carrer de cartagena 261b apartamentos alquiler temporal-varias ubicaciones en Barcelona,2.500 €,Sagrada Família - Carrer de Cartagena 261B,59 m2,2 hab.,1 baño,933157425
Alquiler apartamento  de 2 dormitorios en eixample dreta en Barcelona,3.500 €,Dreta de l´Eixample - Carrer d'Ausiàs Marc,123 m2,2 hab.,2 baños,+34911235203
Alquiler piso apartamento de 2 habitaciones en eixample en Barcelona,3.705 €,El Camp d´en Grassot i Gràcia Nova - Carrer de Còrsega,100 m2,3 hab.,1 baño,623119277
Alquiler apartamento  de 3 dormitorios en sant gervasy en Barcelona,3.435 €,Sant Gervasi - Galvany - Carrer d'Aribau,120 m2,3 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios con piscina comunitaria en poblenou en Barcelona,2.650 €,Diagonal Mar i el Front Marítim del Poblenou - Carrer del Perelló,55 m2,2 hab.,1 baño,+34911235203
Alquiler apartamento  de 3 dormitorios con terraza en sant gervasi en Barcelona,8.540 €,Sant Gervasi - Galvany - Carrer de Bori i Fontestà,203 m2,3 hab.,4 baños,+34911235203
Alquiler apartamento  de 2 dormitorios y balcón en ciutat vella en Barcelona,2.725 €,St. Pere - Sta. Caterina - El Born - Carrer de les Jonqueres,64 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios y balcón en ciutat vella en Barcelona,2.760 €,St. Pere - Sta. Caterina - El Born - Carrer de les Jonqueres,60 m2,2 hab.,2 baños,+34911235203
Alquiler piso  de 4 habitaciones todo reformado ideal para compartir en Barcelona,2.100 €,Fort Pienc - CORTS CATALANES,100 m2,4 hab.,1 baño,932376161
Alquiler piso en carrer del doctor robert 158 preciosa vivienda amueblada con plaza de pk y trastero en Badalona,1.200 €,Bufalà - Carrer del Doctor Robert 158,81 m2,3 hab.,2 baños,934447177
"Alquiler planta baja dúplex en alquiler en les corts, en Barcelona",2.100 €,Barri de les Corts - Carrer de Novell,135 m2,3 hab.,2 baños,935189004
Alquiler apartamento  de 1 dormitorio en gràcia en Barcelona,1.900 €,Vila de Gràcia - Carrer del Penedès,50 m2,1 hab.,1 baño,+34911235203
Alquiler apartamento  de 4 dormitorios con oficina en eixample dreta en Barcelona,4.000 €,Dreta de l´Eixample - Carrer de Girona,150 m2,4 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios y balcón en sagrada familia en Barcelona,2.530 €,Sagrada Família - Carrer del Rosselló,53 m2,2 hab.,1 baño,+34911235203
Alquiler apartamento  de 3 dormitorios en eixample dreta en Barcelona,3.235 €,Dreta de l´Eixample - Passeig de Sant Joan,120 m2,3 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 habitaciones con terraza en gràcia en Barcelona,3.035 €,Vila de Gràcia - Carrer del Congost,80 m2,2 hab.,1 baño,+34911235203
Alquiler apartamento 4 dormitorios y oficina en sant antoni en Barcelona,4.725 €,Raval - Carrer de Pelai,148 m2,4 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios en sant pere i santa catarina en Barcelona,2.945 €,St. Pere - Sta. Caterina - El Born - Carrer de la Princesa,109 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 habitaciones con terraza en eixample esquerra en Barcelona,2.935 €,La Nova Esquerra de l´Eixample - Carrer del Comte Borrell,81 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento apartmento de 2 habitaciones en eixample esquerda en Barcelona,2.405 €,L´Antiga Esquerra de l´Eixample - Carrer de la Diputació,75 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios con oficina en eixample dreta en Barcelona,3.825 €,Dreta de l´Eixample - Carrer de la Diputació,125 m2,2 hab.,2 baños,+34911235203
Alquiler estudio  con terraza en gràcia en Barcelona,2.985 €,Vila de Gràcia - Carrer Gran de Gràcia,67 m2,1 hab.,1 baño,+34911235203
Alquiler apartamento  de 2 dormitorios y balcón en ciutat vella en Barcelona,2.650 €,St. Pere - Sta. Caterina - El Born - Carrer de les Jonqueres,64 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios y balcón en ciutat vella en Barcelona,2.195 €,St. Pere - Sta. Caterina - El Born - Carrer de les Jonqueres,60 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 3 dormitorios con balcón en Sant Antoni en Barcelona,3.065 €,Sant Antoni - Gran Via de les Corts Catalanes,79 m2,3 hab.,1 baño,+34911235203
Alquiler apartamento  de 2 dormitorios y balcón en ciutat vella en Barcelona,2.550 €,St. Pere - Sta. Caterina - El Born - Carrer de les Jonqueres,64 m2,2 hab.,2 baños,+34911235203
Alquiler ático  de 2 dormitorios y terraza en ciutat vella en Barcelona,3.675 €,St. Pere - Sta. Caterina - El Born - Carrer de les Jonqueres,141 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios y balcón en ciutat vella en Barcelona,3.000 €,St. Pere - Sta. Caterina - El Born - Carrer de les Jonqueres,91 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios y terraza en ciutat vella en Barcelona,3.600 €,St. Pere - Sta. Caterina - El Born - Carrer de les Jonqueres,144 m2,2 hab.,2 baños,+34911235203
Alquiler ático  de 1 dormitorio con terraza en eixample dreta en Barcelona,3.045 €,Dreta de l´Eixample - Carrer del Bruc,71 m2,1 hab.,1 baño,+34911235203
Alquiler apartamento  de 1 dormitorio con office en sagrada familia en Barcelona,1.785 €,Sagrada Família - Avinguda Diagonal,56 m2,1 hab.,1 baño,+34911235203
Alquiler apartamento  de 2 habitaciones y oficina en gràcia en Barcelona,3.155 €,Vila de Gràcia - Carrer Gran de Gràcia,161 m2,2 hab.,2 baños,+34911235203
"Alquiler piso  en alquiler en diagonal mar, en Barcelona",3.350 €,Diagonal Mar i el Front Marítim del Poblenou - Passeig de Garcia Fària,150 m2,2 hab.,2 baños,935189004
Alquiler apartamento ático de 1 dormitorio con 2 terrazas en eixample dreta en Barcelona,3.830 €,Dreta de l´Eixample - Carrer de Roger de Llúria,90 m2,1 hab.,1 baño,623119277
Alquiler apartamento espectacular duplex en gracia de tres habitaciones en Barcelona,4.150 €,Vila de Gràcia - Carrer de Nil Fabra,114 m2,3 hab.,2 baños,623119277
Alquiler piso alto con gran teraza y vista mar en Barcelona,3.600 €,Diagonal Mar i el Front Marítim del Poblenou - Passeig del Taulat,145 m2,4 hab.,2 baños,698396575
Alquiler apartamento  de 2 dormitorios con despacho en eixample esquerra en Barcelona,3.100 €,Dreta de l´Eixample - Carrer de Balmes,90 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento dúplex de 3 dormitorios con terraza en les corts en Barcelona,3.870 €,Barri de les Corts - Carrer de Morales,135 m2,3 hab.,3 baños,623119277
Alquiler piso apartamento de 3 dormitorios en les corts en Barcelona,3.800 €,Barri de les Corts - Carrer de Morales,84 m2,3 hab.,2 baños,623119277
Alquiler apartamento  de 3 dormitorios con terraza en les corts en Barcelona,4.660 €,Barri de les Corts - Carrer de Morales,110 m2,3 hab.,3 baños,623119277
Alquiler apartamento  de 3 dormitorios con terraza en les corts en Barcelona,3.630 €,Barri de les Corts - Carrer de Morales,127 m2,3 hab.,2 baños,623119277
"Alquiler piso luminoso piso en alquiler de temporada, junto a plaza adriano en Barcelona",2.300 €,Sant Gervasi - Galvany - Carrer de Muntaner,130 m2,4 hab.,3 baños,677836971
Alquiler apartamento 1 dormitorio playa con increíbles vistas al mar en Barcelona,7.000 €,Dreta de l´Eixample - Carrer de Girona,50 m2,1 hab.,1 baño,935154444
Alquiler piso disponible en final de mayo 2024 !!! en Barcelona,3.700 €,Diagonal Mar i el Front Marítim del Poblenou - Passeig del Taulat,115 m2,3 hab.,2 baños,698396575
Alquiler apartamento  de 2 habitaciones y oficina en eixample esquerra en Barcelona,3.150 €,L´Antiga Esquerra de l´Eixample - Gran Via de les Corts Catalanes,66 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 3 dormitorios con oficina en sant gervasi en Barcelona,3.140 €,Sant Gervasi - Galvany - Carrer de Calvet,130 m2,3 hab.,3 baños,+34911235203
Alquiler apartamento  de 2 habitaciones con terraza y oficina en eixample esquerra en Barcelona,2.820 €,L´Antiga Esquerra de l´Eixample - Gran Via de les Corts Catalanes,84 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 3 dormitorios en sant gervasi en Barcelona,4.265 €,Sant Gervasi - Galvany - Carrer de Muntaner,128 m2,3 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios con balcón en sant gervasi en Barcelona,3.150 €,Sant Gervasi - Galvany - Carrer de Balmes,128 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 2 habitaciones con piscina en poblenou en Barcelona,3.425 €,Diagonal Mar i el Front Marítim del Poblenou - Carrer del Perelló,55 m2,2 hab.,1 baño,623119277
Alquiler apartamento  de 2 dormitorios en eixample dreta en Barcelona,3.940 €,Gòtic - Carrer de Fontanella,95 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 2 dormitorios con balcón en eixample esquerra en Barcelona,2.950 €,L´Antiga Esquerra de l´Eixample - Carrer de Còrsega,95 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de dos dormitorios con terraza en Barcelona,4.015 €,Sagrada Família - Carrer de Padilla,85 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 3 dormitorios con balcón en el eixample en Barcelona,3.165 €,La Nova Esquerra de l´Eixample - Carrer de Rocafort,82 m2,3 hab.,2 baños,623119277
Alquiler apartamento  de 1 dormitorio con terraza en sant gervasi en Barcelona,2.630 €,Sant Gervasi - Galvany - Carrer de Santaló,81 m2,1 hab.,1 baño,932718879
Alquiler apartamento  de 3 dormitorios en sant gervasi en Barcelona,2.700 €,Tres Torres - Carrer de les Escoles Pies,83 m2,3 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios con balcón en eixample esquerra en Barcelona,2.750 €,La Nova Esquerra de l´Eixample - Carrer del Consell de Cent,75 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 habitaciones y oficina en eixample esquerra en Barcelona,2.515 €,L´Antiga Esquerra de l´Eixample - Gran Via de les Corts Catalanes,66 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 1 dormitorio con terraza en eixample esquerra en Barcelona,3.170 €,Barri de les Corts - Carrer de Morales,61 m2,1 hab.,1 baño,623119277
Alquiler piso apartamento de 2 dormitorios con oficina en les corts en Barcelona,3.305 €,Barri de les Corts - Carrer de Morales,84 m2,2 hab.,2 baños,623119277
Alquiler apartamento ático de 2 dormitorios con terraza en eixample dreta en Barcelona,2.975 €,Dreta de l´Eixample - Rambla de Catalunya,80 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 2 dormitorios en eixample dreta en Barcelona,2.900 €,Sant Gervasi - Galvany - Passatge de Josep Llovera,95 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 2 habitaciones con terraza en eixample en Barcelona,5.800 €,Dreta de l´Eixample - Carrer de Balmes,129 m2,2 hab.,2 baños,623119277
Alquiler apartamento  de 2 habitaciones en Sant Antoni en Barcelona,1.860 €,Sant Antoni - Carrer de Tamarit,70 m2,2 hab.,1 baño,+34911235203
Alquiler apartamento  de 1 habitación en gràcia en Barcelona,2.600 €,Vila de Gràcia - Carrer de Sant Pere Màrtir,80 m2,1 hab.,1 baño,+34911235203
Alquiler apartamento  de 2 dormitorios con despacho en sant gervasi en Barcelona,3.370 €,Sant Gervasi - Galvany - Carrer d'Aribau,95 m2,2 hab.,3 baños,+34911235203
Alquiler apartamento  de 2 dormitorios en eixample dreta en Barcelona,2.640 €,Dreta de l´Eixample - Passeig de Gràcia,95 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios en Sant Antoni en Barcelona,2.010 €,Sant Antoni - Carrer del Comte Borrell,80 m2,2 hab.,1 baño,+34911235203
Alquiler apartamento  de dos dormitorios con piscina y jardín en gracia en Barcelona,3.400 €,Vila de Gràcia - Carrer de Josep Torres,170 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios en el eixample en Barcelona,3.925 €,Sant Gervasi - Galvany - Carrer d'Aribau,110 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento piso de 3 dormitorios en eixample esquerra en Barcelona,3.190 €,L´Antiga Esquerra de l´Eixample - Gran Via de les Corts Catalanes,69 m2,3 hab.,2 baños,623119277
Alquiler apartamento  de 2 habitaciones con terraza y oficina en eixample esquerra en Barcelona,2.945 €,L´Antiga Esquerra de l´Eixample - Gran Via de les Corts Catalanes,81 m2,2 hab.,2 baños,932718879
Alquiler apartamento piso de 3 dormitorios en eixample esquerra en Barcelona,2.905 €,L´Antiga Esquerra de l´Eixample - Gran Via de les Corts Catalanes,69 m2,3 hab.,2 baños,932718879
Alquiler apartamento  de 2 dormitorios con oficina y terraza en eixample esquerra en Barcelona,2.350 €,L´Antiga Esquerra de l´Eixample - Gran Via de les Corts Catalanes,76 m2,2 hab.,1 baño,932718879
Alquiler apartamento piso de 2 habitaciones con oficina en eixample esquerra en Barcelona,3.015 €,L´Antiga Esquerra de l´Eixample - Gran Via de les Corts Catalanes,66 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento estudio en el born en St. Pere - Sta. Caterina - El Born Barcelona,1.880 €,St. Pere - Sta. Caterina - El Born - Pla de Palau,64 m2,1 hab.,1 baño,+34911235203
Alquiler apartamento piso de 2 dormitorios con despacho en eixample esquerra en Barcelona,2.970 €,L´Antiga Esquerra de l´Eixample - Gran Via de les Corts Catalanes,66 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento  2 dormitorios con terraza en eixample dreta en Barcelona,3.275 €,Dreta de l´Eixample - Avinguda Diagonal,75 m2,2 hab.,1 baño,+34911235203
Alquiler apartamento  de 2 dormitorios en sant gervasi en Barcelona,3.140 €,Putget - Farró - Carrer de Manuel Angelon,125 m2,3 hab.,2 baños,+34911235203
Alquiler apartamento  de 1 dormitorio con terraza en eixample dreta en Barcelona,2.785 €,Dreta de l´Eixample - Carrer de Roger de Llúria,100 m2,1 hab.,1 baño,+34911235203
Alquiler apartamento  de 1 dormitorio con terraza en eixample esquerra en Barcelona,2.785 €,Barri de les Corts - Carrer de Morales,61 m2,1 hab.,1 baño,623119277
Alquiler apartamento  de 2 dormitorios con terraza con vistas a la sagrada familia en Barcelona,3.500 €,Vila de Gràcia - Carrer de Martínez de la Rosa,60 m2,2 hab.,1 baño,623119277
Alquiler apartamento  1 habitación con oficina en eixample esquerra en Barcelona,1.665 €,L´Antiga Esquerra de l´Eixample - Carrer d'Aribau,70 m2,2 hab.,1 baño,902018245
Alquiler apartamento  de 3 dormitorios en gracia en Barcelona,3.030 €,Vila de Gràcia - Carrer Gran de Gràcia,110 m2,3 hab.,2 baños,+34911235203
Alquiler apartamento  de 2 dormitorios con ofii en eixample esquerra en Barcelona,2.650 €,La Nova Esquerra de l´Eixample - Carrer d'Aragó,90 m2,2 hab.,2 baños,+34911235203
Alquiler apartamento moderno duplex en el centro en Barcelona,2.270 €,St. Pere - Sta. Caterina - El Born - Carrer de Sant Pere Més Alt,70 m2,1 hab.,1 baño,623119277
